School_ID,Region,School_Type,Student_Count,Teacher_Count,Term_1_Avg,Term_2_Avg,STEM_Subject_Rate,Literacy_Rate,Failure_Risk_Index,Average_Attendance,Library_Usage_Hours,Extracurricular_Participation,LMS_Login_Frequency,Internet_Speed_Mbps,Smart_Classroom_Ratio,Lab_Equipment_Quality_Score,Teacher_Turnover_Rate,Teacher_PhD_Ratio,Professional_Development_Hours_Per_Year,Budget_Per_Student,Budget_Allocation_IT,Budget_Allocation_Scholarships,Regional_Economic_Index,Student_Wellbeing_Score,Teacher_Burnout_Index,Overall_School_Quality_Score,Teacher_to_Student_Ratio,Budget_Efficiency_Score
SCH_0465,المركز,حكومية,2346,30,60.1,62.38,31.06,78.94,26.4,79.84,0.23,82.19,14.95,14.98,0.38,3,1.03,0.17,29.43,5375.91,0.12,0.01,0.67,5.0,4.69,51.44,0.01,9.57
SCH_0466,الجنوب,خاصة,2370,94,45.48,42.03,81.82,36.23,8.71,88.7,0.74,46.25,5.35,94.1,0.22,7,24.01,0.0,27.34,5833.95,0.01,0.06,0.85,2.98,4.3,47.04,0.04,8.06
SCH_0467,الشرق,حكومية,1816,52,54.37,50.17,58.45,60.67,20.53,100.0,2.27,55.36,7.64,22.8,0.2,10,20.87,0.26,26.29,4144.82,0.11,0.02,0.37,4.61,4.3,49.68,0.03,11.99
SCH_0468,الجنوب,حكومية,1718,183,38.79,5.48,30.44,29.87,65.32,100.0,1.6,36.97,0.0,35.59,0.2,3,25.31,0.0,41.83,4089.49,0.01,0.01,0.31,2.24,7.1,32.15,0.11,7.86
SCH_0469,الغرب,حكومية,721,149,34.67,30.1,28.09,47.45,30.05,93.73,3.13,5.69,6.55,10.0,0.38,7,11.04,0.0,29.15,7274.96,0.02,0.09,0.87,2.74,5.38,40.24,0.21,5.53
SCH_0470,الشمال,مجتمعية,1116,92,82.72,67.36,26.28,62.57,31.92,83.87,11.62,66.7,21.04,180.5,0.38,2,17.31,0.12,20.69,5643.93,0.08,0.04,0.8,4.34,3.8,57.85,0.08,10.25
SCH_0471,الغرب,خاصة,916,195,28.67,17.85,39.13,19.66,50.35,79.63,0.3,40.73,4.39,20.78,0.0,7,9.31,0.0,14.04,3132.52,0.01,0.01,0.59,1.0,4.24,30.62,0.21,9.77
SCH_0472,الجنوب,خاصة,2136,77,67.98,40.78,45.59,78.07,12.01,98.68,2.41,43.79,6.05,48.3,0.6,9,19.09,0.35,0.0,7815.1,0.06,0.1,0.96,3.1,4.99,51.43,0.04,6.58
SCH_0473,الغرب,حكومية,759,126,72.68,85.77,85.4,83.23,10.44,100.0,0.9,21.0,18.15,92.64,0.4,5,3.78,0.25,34.92,8706.29,0.11,0.13,0.84,7.39,2.92,68.15,0.17,7.83
SCH_0474,الشمال,خاصة,1168,103,78.15,66.29,79.77,72.28,20.33,86.3,8.83,58.79,5.84,86.85,0.5,6,25.75,0.4,39.87,6506.0,0.07,0.02,0.98,4.54,2.39,62.69,0.09,9.64
SCH_0475,المركز,حكومية,1277,174,19.95,14.82,37.34,45.74,3.91,99.46,9.75,25.18,13.2,42.49,0.16,10,2.12,0.0,27.15,6719.55,0.05,0.01,0.95,1.12,6.36,46.33,0.14,6.89
SCH_0476,الجنوب,حكومية,1089,52,17.9,67.49,49.9,27.75,43.95,87.21,2.09,1.45,0.0,30.8,0.46,3,32.51,0.25,61.85,7016.02,0.01,0.01,0.64,1.0,8.75,37.98,0.05,5.41
SCH_0477,الغرب,حكومية,992,164,5.19,22.67,54.79,31.91,34.29,93.5,0.31,34.4,5.54,41.09,0.41,10,14.42,0.51,36.98,7230.67,0.03,0.06,0.83,1.0,1.99,44.1,0.17,6.1
SCH_0478,الجنوب,حكومية,1181,158,30.14,37.86,26.24,34.2,43.69,98.37,5.02,44.27,13.94,37.42,0.49,5,10.68,0.18,40.58,5782.7,0.01,0.09,0.77,1.96,1.87,46.96,0.13,8.12
SCH_0479,المركز,حكومية,1001,66,66.74,66.47,60.13,70.1,27.4,78.83,4.43,16.15,4.19,56.08,0.23,5,12.74,0.3,12.4,5953.38,0.05,0.02,0.87,6.32,7.96,49.6,0.07,8.33
SCH_0480,الغرب,حكومية,242,43,54.56,89.16,56.4,58.61,17.11,94.7,1.68,86.51,9.55,37.34,0.25,3,2.8,0.29,32.8,5897.85,0.1,0.1,0.85,3.76,3.2,56.93,0.18,9.65
SCH_0481,الغرب,حكومية,1809,158,61.77,68.91,21.91,39.84,23.61,100.0,8.21,61.98,14.59,14.8,0.53,8,9.6,0.0,30.31,7723.0,0.01,0.04,0.41,5.5,2.86,54.85,0.09,7.1
SCH_0482,الجنوب,حكومية,1977,90,28.57,48.39,41.72,47.41,35.02,84.11,11.47,0.0,0.0,52.89,0.2,6,8.62,0.2,19.01,4765.35,0.01,0.05,0.46,1.67,3.61,42.86,0.05,8.99
SCH_0483,الجنوب,خاصة,549,159,21.97,14.26,54.31,29.53,57.5,79.48,2.35,39.8,9.03,47.47,0.17,3,10.67,0.13,16.79,3911.56,0.07,0.01,0.49,3.62,6.66,35.14,0.29,8.98
SCH_0484,الشمال,حكومية,1767,78,62.72,79.41,100.0,89.48,11.89,96.77,3.62,78.28,11.28,117.0,0.33,1,10.34,0.2,16.31,7570.7,0.05,0.07,0.87,5.54,6.54,61.9,0.04,8.18
SCH_0485,المركز,خاصة,1329,105,60.15,53.55,98.68,81.95,23.56,92.22,1.36,77.53,16.44,62.99,0.65,10,0.6,0.05,19.32,5939.83,0.18,0.06,0.87,2.46,1.0,62.77,0.08,10.57
SCH_0486,الشمال,حكومية,2248,103,73.87,87.06,41.03,87.86,0.0,90.03,3.77,48.72,7.34,70.03,0.67,1,0.0,0.33,56.06,8753.02,0.17,0.07,0.65,5.58,1.22,66.39,0.05,7.58
SCH_0487,الغرب,خاصة,1980,27,73.19,78.95,99.57,75.39,15.8,91.68,2.32,70.26,3.12,24.7,0.38,10,0.0,0.06,37.96,4864.65,0.08,0.08,0.71,9.03,1.28,63.31,0.01,13.01
SCH_0488,الجنوب,حكومية,783,86,20.75,40.94,20.14,17.61,63.6,73.28,0.9,8.42,0.0,15.25,0.0,2,15.85,0.37,17.34,4756.72,0.01,0.01,0.88,4.89,6.48,28.24,0.11,5.94
SCH_0489,الغرب,حكومية,631,198,73.53,44.11,100.0,72.66,18.19,95.88,0.3,50.06,8.65,87.29,0.32,10,18.99,0.25,42.86,9707.03,0.12,0.05,0.52,7.09,3.86,62.98,0.31,6.49
SCH_0490,الغرب,حكومية,2132,19,22.74,35.87,37.43,47.71,11.12,100.0,0.98,18.96,5.77,10.0,0.3,5,5.21,0.0,51.11,5011.11,0.01,0.06,0.34,3.35,6.52,41.83,0.01,8.35
SCH_0491,الشرق,حكومية,2300,26,99.37,100.0,72.7,100.0,0.0,87.61,0.99,28.59,10.15,115.39,0.58,7,0.0,0.17,45.06,12676.19,0.02,0.12,0.64,7.27,2.53,73.64,0.01,5.81
SCH_0492,الشرق,خاصة,1548,183,36.61,16.86,13.58,37.92,19.94,82.16,2.45,41.11,0.0,16.52,0.05,1,17.47,0.07,39.47,5686.99,0.03,0.04,0.94,3.66,8.77,32.61,0.12,5.73
SCH_0493,الغرب,حكومية,2394,17,99.32,100.0,100.0,100.0,15.93,96.19,4.55,73.04,14.24,92.24,0.34,1,0.0,0.66,36.74,6745.95,0.14,0.11,0.85,7.77,1.0,76.96,0.01,11.41
SCH_0494,الجنوب,حكومية,2230,47,76.8,69.81,63.09,70.65,36.75,100.0,3.36,0.0,9.08,70.73,0.33,4,34.08,0.03,26.56,6133.2,0.08,0.08,0.56,5.11,1.16,51.41,0.02,8.38
SCH_0495,الغرب,خاصة,1389,135,60.29,46.24,24.33,35.92,0.0,98.47,1.67,38.84,6.03,46.45,0.45,10,11.71,0.12,39.31,6392.16,0.04,0.07,0.35,4.15,6.14,50.65,0.1,7.92
SCH_0496,الشرق,حكومية,1362,64,76.1,48.08,26.12,82.54,14.08,91.19,2.23,78.68,11.84,111.5,0.43,6,11.0,0.13,69.21,8756.16,0.17,0.04,0.75,4.92,2.08,62.44,0.05,7.13
SCH_0497,الجنوب,حكومية,498,198,18.78,16.99,27.12,4.81,42.81,87.2,4.61,0.0,3.25,37.68,0.06,9,29.73,0.13,47.09,3802.31,0.01,0.01,0.88,1.0,2.12,33.11,0.4,8.71
SCH_0498,الغرب,حكومية,2139,151,25.64,47.7,36.4,32.39,22.66,97.17,1.79,6.4,0.0,21.37,0.0,1,27.79,0.0,36.49,2784.1,0.01,0.01,0.77,1.15,3.82,31.27,0.07,11.23
SCH_0499,المركز,حكومية,988,192,68.44,87.92,45.1,71.1,11.72,84.21,17.37,60.69,8.22,10.0,0.26,10,11.12,0.02,41.72,5348.54,0.12,0.12,0.6,6.79,2.62,60.27,0.19,11.27
SCH_0500,المركز,حكومية,1049,43,62.04,59.05,32.18,67.65,42.0,95.49,2.13,0.0,8.96,85.82,0.51,5,9.41,0.14,57.8,5608.12,0.03,0.07,0.39,4.41,1.35,54.81,0.04,9.77
SCH_0501,الغرب,حكومية,2425,53,47.28,6.95,34.73,13.65,45.33,78.22,2.78,6.62,2.06,10.0,0.0,9,39.84,0.02,38.4,3397.32,0.01,0.04,0.94,2.33,2.67,29.27,0.02,8.62
SCH_0502,الجنوب,مجتمعية,1577,105,100.0,100.0,100.0,84.25,1.78,100.0,0.23,72.09,4.75,107.01,0.84,8,3.64,0.16,10.03,6431.67,0.13,0.09,0.49,5.95,1.0,71.36,0.07,11.09
SCH_0503,الغرب,حكومية,1377,114,64.18,72.14,49.92,72.45,17.28,88.63,4.02,36.64,15.09,74.53,0.38,7,5.63,0.1,22.14,5722.1,0.04,0.02,0.46,2.67,1.0,57.17,0.08,9.99
SCH_0504,الغرب,حكومية,2149,187,15.88,34.5,30.58,47.9,22.49,91.42,6.57,12.58,2.37,42.21,0.0,10,6.5,0.32,39.53,7691.3,0.07,0.11,0.87,3.38,4.38,46.4,0.09,6.03
SCH_0505,الشرق,حكومية,1077,31,5.78,25.19,26.03,29.61,44.2,84.13,7.43,0.0,0.0,48.65,0.22,2,2.72,0.01,0.0,7700.43,0.01,0.03,0.99,1.0,1.0,32.4,0.03,4.21
SCH_0506,المركز,مجتمعية,1338,70,92.25,69.53,77.78,73.68,0.0,97.1,23.41,19.82,9.97,80.71,0.48,9,16.95,0.03,26.06,9066.4,0.05,0.09,0.76,3.03,2.28,64.75,0.05,7.14
SCH_0507,الشرق,خاصة,1777,60,26.4,6.06,8.33,12.72,32.15,85.16,0.82,0.0,0.76,25.47,0.01,8,0.0,0.0,14.19,6704.81,0.01,0.01,0.74,3.66,6.1,30.05,0.03,4.48
SCH_0508,الشرق,حكومية,1846,81,74.74,73.57,100.0,72.03,31.36,100.0,3.47,75.81,13.26,16.86,0.6,10,7.86,0.21,36.66,9732.72,0.11,0.09,0.52,4.63,1.72,66.57,0.04,6.84
SCH_0509,الغرب,خاصة,2103,156,25.74,44.83,46.28,31.1,34.79,99.18,1.71,69.83,8.6,29.44,0.05,10,15.89,0.0,24.16,6643.21,0.01,0.02,0.31,1.0,6.49,41.73,0.07,6.28
SCH_0510,الشرق,حكومية,1582,81,77.68,91.07,87.89,100.0,0.0,84.12,4.04,77.13,17.93,58.23,0.7,9,23.52,0.53,44.32,9010.27,0.13,0.06,0.43,10.0,1.0,74.45,0.05,8.26
SCH_0511,المركز,حكومية,344,37,62.62,55.58,5.6,48.5,19.14,90.28,0.54,45.33,5.61,10.0,0.22,9,0.0,0.24,43.62,5903.6,0.03,0.01,0.71,4.63,2.35,49.52,0.11,8.39
SCH_0512,الشرق,حكومية,1402,108,35.93,21.95,74.67,49.39,36.67,95.71,6.69,19.81,10.01,37.44,0.23,9,3.92,0.36,30.5,5538.18,0.06,0.01,0.41,3.12,2.44,50.31,0.08,9.08
SCH_0513,المركز,حكومية,2061,165,70.84,93.18,83.74,60.17,12.28,87.33,9.13,6.09,1.19,103.81,0.63,3,8.66,0.24,32.2,6755.15,0.08,0.02,0.92,5.65,3.83,62.48,0.08,9.25
SCH_0514,الشرق,حكومية,2054,169,14.89,35.26,28.35,46.94,40.46,98.14,1.81,64.55,10.63,45.36,0.4,7,14.42,0.0,10.08,5544.38,0.06,0.04,0.43,2.28,4.37,40.3,0.08,7.27
SCH_0515,المركز,مجتمعية,2066,68,74.75,94.08,84.99,81.56,1.61,100.0,1.43,50.48,9.67,90.92,0.25,1,0.01,0.46,58.76,9885.77,0.08,0.07,0.67,4.85,5.61,68.63,0.03,6.94
SCH_0516,الشرق,حكومية,1298,152,69.49,57.87,51.58,54.65,5.75,89.79,0.55,58.05,18.04,77.7,0.4,9,10.54,0.03,26.31,7668.07,0.14,0.06,0.66,5.32,1.11,58.89,0.12,7.68
SCH_0517,الشرق,مجتمعية,1351,91,7.0,0.0,21.15,0.0,48.3,93.92,2.67,11.76,7.24,10.0,0.44,9,9.72,0.0,6.92,3428.33,0.01,0.06,0.72,1.0,2.57,28.45,0.07,8.3
SCH_0518,الجنوب,حكومية,1934,30,11.34,16.32,0.0,8.16,40.11,67.4,0.94,33.38,1.54,10.0,0.37,3,24.36,0.07,28.26,4291.61,0.01,0.01,0.53,1.5,8.57,23.38,0.02,5.45
SCH_0519,المركز,حكومية,767,55,80.68,51.88,57.17,80.19,20.02,100.0,10.61,83.5,12.19,27.9,0.3,5,0.0,0.45,32.65,9503.47,0.16,0.01,0.91,8.48,1.0,66.44,0.07,6.99
SCH_0520,المركز,حكومية,2013,112,22.94,53.31,59.2,41.88,41.77,96.39,3.66,39.94,12.37,49.91,0.58,8,14.0,0.29,25.01,7343.56,0.09,0.04,0.61,5.26,4.79,50.9,0.06,6.93
SCH_0521,المركز,حكومية,730,197,24.78,50.55,66.4,45.19,20.81,81.06,3.56,45.87,0.0,77.24,0.47,6,7.09,0.28,38.17,3297.04,0.02,0.08,0.79,2.71,1.18,49.7,0.27,15.08
SCH_0522,الشمال,حكومية,2406,142,53.26,39.67,32.73,56.63,33.96,91.27,2.69,58.29,5.58,69.93,0.05,10,24.53,0.08,27.87,3823.2,0.02,0.04,0.75,4.38,1.0,46.36,0.06,12.12
SCH_0523,الشرق,حكومية,1761,75,27.07,44.7,18.42,28.99,27.46,72.13,0.14,18.53,13.52,10.0,0.24,10,34.2,0.05,64.7,7553.03,0.01,0.08,0.38,1.0,3.25,37.98,0.04,5.03
SCH_0524,المركز,حكومية,880,100,58.4,48.37,70.76,45.58,35.6,83.67,9.23,69.36,11.4,88.47,0.38,9,9.74,0.2,33.22,6224.77,0.1,0.06,0.74,4.73,4.93,59.54,0.11,9.56
SCH_0525,الشمال,حكومية,2270,132,58.74,51.07,27.66,47.72,32.52,97.96,3.22,19.42,2.11,103.26,0.04,3,28.41,0.11,41.86,5089.73,0.03,0.01,0.69,3.65,1.04,45.52,0.06,8.94
SCH_0526,الجنوب,خاصة,1270,114,100.0,100.0,94.41,91.62,0.0,94.23,24.6,76.17,15.57,111.53,0.7,7,0.0,0.41,18.87,9004.24,0.15,0.1,0.93,8.22,1.55,81.16,0.09,9.01
SCH_0527,المركز,حكومية,928,63,20.66,36.73,43.54,65.11,16.9,88.95,2.58,48.56,1.86,89.59,0.76,6,4.1,0.26,20.58,5620.64,0.08,0.05,0.92,3.0,4.83,49.48,0.07,8.8
SCH_0528,المركز,حكومية,1929,194,16.13,14.06,0.0,37.28,40.73,88.02,3.46,0.0,2.28,52.79,0.43,5,35.81,0.17,11.68,5977.58,0.16,0.06,0.41,6.3,1.86,31.87,0.1,5.33
SCH_0529,الشمال,حكومية,2391,16,67.71,33.81,63.49,53.93,37.61,90.39,0.22,75.36,10.62,52.76,0.39,4,15.3,0.0,23.58,4959.42,0.11,0.11,0.36,2.97,1.97,48.41,0.01,9.76
SCH_0530,الشرق,مجتمعية,867,134,64.07,57.61,57.66,71.49,35.63,98.48,3.67,54.14,10.92,35.84,0.28,5,11.1,0.19,42.97,6953.75,0.04,0.08,0.51,6.41,5.81,55.78,0.15,8.02
SCH_0531,الجنوب,خاصة,1812,192,56.11,29.15,29.58,36.83,24.67,82.29,3.86,83.92,7.0,10.0,0.2,4,26.28,0.05,42.25,5058.26,0.01,0.04,0.99,1.0,5.96,39.68,0.11,7.84
SCH_0532,المركز,حكومية,880,137,54.67,48.43,71.45,63.69,3.29,95.18,6.1,96.24,16.41,54.94,0.21,3,10.67,0.23,45.65,8572.37,0.09,0.09,0.32,6.47,1.38,61.4,0.16,7.16
SCH_0533,الشرق,حكومية,1172,100,57.35,61.14,82.55,32.16,19.73,79.83,4.7,31.65,0.01,32.73,0.14,7,14.35,0.01,28.55,6233.97,0.05,0.03,0.77,4.34,4.44,46.85,0.09,7.52
SCH_0534,الجنوب,حكومية,2332,185,28.48,10.56,46.13,19.08,29.61,93.22,0.69,54.03,3.55,16.45,0.0,6,6.01,0.0,17.4,5634.27,0.01,0.01,0.73,1.94,3.26,34.26,0.08,6.08
SCH_0535,الغرب,مجتمعية,1026,91,27.71,20.76,53.09,43.39,0.0,87.66,13.22,58.8,3.6,48.94,0.4,4,9.22,0.23,52.4,5516.65,0.04,0.05,0.75,3.19,5.09,49.38,0.09,8.95
SCH_0536,الغرب,حكومية,496,150,37.84,68.48,48.66,42.86,38.82,89.28,18.04,41.47,4.91,10.0,0.21,9,19.72,0.08,64.89,4340.32,0.08,0.06,0.45,3.97,5.46,49.3,0.3,11.36
SCH_0537,الجنوب,حكومية,1453,73,10.38,0.0,41.71,3.08,39.94,82.75,0.17,0.0,0.0,29.81,0.16,1,22.16,0.11,23.96,8364.76,0.01,0.01,0.46,1.05,5.86,24.65,0.05,2.95
SCH_0538,الشمال,حكومية,2352,26,63.52,100.0,100.0,100.0,12.39,92.02,12.88,42.8,15.86,115.94,0.56,1,11.75,0.17,60.82,8633.53,0.18,0.13,0.6,10.0,1.12,74.77,0.01,8.66
SCH_0539,الجنوب,حكومية,1928,18,7.19,49.11,13.71,42.94,26.12,80.79,1.08,30.72,11.01,49.42,0.03,9,19.26,0.33,36.64,5311.66,0.01,0.07,0.37,1.32,1.7,41.07,0.01,7.73
SCH_0540,الجنوب,مجتمعية,2224,131,16.12,47.33,61.52,45.31,28.39,91.89,3.83,24.12,11.92,10.0,0.3,7,5.58,0.28,44.09,7333.26,0.1,0.01,0.35,2.29,1.0,48.71,0.06,6.64
SCH_0541,الشمال,حكومية,529,109,50.1,38.37,71.07,46.01,16.61,94.06,1.4,41.48,1.41,57.23,0.13,2,0.25,0.18,16.4,9427.32,0.12,0.09,0.36,4.27,2.47,48.25,0.21,5.12
SCH_0542,الشمال,حكومية,1355,139,56.13,70.94,95.75,56.66,17.88,80.69,13.4,78.17,8.89,64.08,0.71,10,7.58,0.16,31.7,6348.96,0.14,0.05,0.7,4.56,2.02,65.18,0.1,10.27
SCH_0543,الشرق,حكومية,2090,55,58.56,83.59,59.83,80.57,3.0,87.01,0.43,71.59,4.51,82.1,0.24,5,2.79,0.33,46.29,5752.69,0.02,0.04,0.58,5.23,4.05,60.84,0.03,10.58
SCH_0544,الشرق,خاصة,581,137,48.7,42.69,47.99,68.92,20.95,90.99,2.56,32.06,2.79,104.01,0.25,4,13.99,0.23,55.43,4539.35,0.1,0.09,0.51,6.74,4.4,52.94,0.24,11.66
SCH_0545,الشمال,خاصة,2385,21,0.0,21.05,0.0,0.87,68.66,80.85,1.22,23.62,0.0,10.0,0.0,1,16.22,0.05,9.65,6634.33,0.01,0.01,0.52,1.0,5.99,19.61,0.01,2.96
SCH_0546,الغرب,حكومية,1042,83,12.74,33.55,25.75,10.54,48.01,85.18,1.02,0.0,4.65,25.04,0.0,9,13.95,0.22,0.0,2295.07,0.01,0.08,0.45,1.0,7.21,27.96,0.08,12.18
SCH_0547,الغرب,حكومية,595,83,36.23,67.93,78.19,85.45,22.6,100.0,4.05,27.98,12.12,37.6,0.39,6,19.65,0.4,31.59,7392.34,0.07,0.04,0.59,1.6,1.0,55.36,0.14,7.49
SCH_0548,الجنوب,خاصة,649,95,65.73,39.84,37.65,55.17,6.25,81.65,0.48,45.96,10.46,75.56,0.04,6,14.5,0.0,49.53,4399.31,0.03,0.01,0.44,1.44,5.28,47.92,0.15,10.89
SCH_0549,المركز,حكومية,1554,44,74.45,63.1,46.23,57.94,33.98,71.41,4.38,22.96,10.32,70.15,0.26,4,5.71,0.0,10.96,3537.91,0.12,0.04,0.79,8.73,1.48,50.33,0.03,14.22
SCH_0550,الجنوب,حكومية,2186,87,25.99,68.51,19.81,71.37,29.53,86.3,15.08,35.87,4.89,67.38,0.45,2,9.96,0.07,20.61,6676.89,0.12,0.08,0.39,6.07,4.83,49.39,0.04,7.4
SCH_0551,الجنوب,حكومية,1508,20,51.64,43.44,88.87,52.52,24.69,88.24,6.14,66.82,14.72,27.08,0.27,8,24.12,0.0,39.94,5231.83,0.03,0.03,0.96,6.6,2.45,52.74,0.01,10.08
SCH_0552,المركز,مجتمعية,1497,103,63.56,64.11,38.32,91.58,18.4,88.04,8.04,68.85,14.46,49.12,0.0,8,10.53,0.2,39.15,6490.29,0.07,0.03,0.36,5.41,1.0,60.0,0.07,9.24
SCH_0553,الشمال,حكومية,2267,161,45.96,60.86,56.07,49.4,23.61,92.01,1.54,31.43,5.22,10.0,0.56,3,18.79,0.24,43.49,10412.6,0.05,0.06,0.96,5.4,4.55,48.97,0.07,4.7
SCH_0554,الغرب,خاصة,2486,80,61.49,48.18,51.23,59.33,36.51,81.42,1.33,4.67,5.1,25.61,0.33,7,5.86,0.14,15.51,7102.38,0.07,0.01,0.88,1.0,4.83,44.21,0.03,6.23
SCH_0555,الجنوب,حكومية,1493,24,38.31,61.6,46.22,64.42,48.3,80.13,2.44,21.54,3.51,66.59,0.33,7,23.94,0.06,28.72,8034.49,0.12,0.05,0.78,5.7,2.37,47.19,0.02,5.87
SCH_0556,المركز,حكومية,2049,158,55.47,51.66,58.16,63.28,26.56,85.28,0.17,84.27,2.06,68.66,0.29,5,33.98,0.34,54.96,8624.55,0.12,0.05,0.94,2.9,1.85,52.05,0.08,6.03
SCH_0557,الشرق,حكومية,385,51,100.0,55.29,50.05,65.5,0.28,86.8,11.94,75.56,13.87,75.08,0.58,5,0.0,0.23,23.19,7718.32,0.11,0.09,0.4,4.56,1.46,66.52,0.13,8.62
SCH_0558,الجنوب,حكومية,1433,91,49.48,84.05,44.59,31.33,11.0,100.0,0.55,69.39,11.78,95.68,0.49,8,0.39,0.2,57.5,5700.91,0.06,0.01,0.42,5.1,1.0,62.38,0.06,10.94
SCH_0559,الغرب,حكومية,1637,91,100.0,60.17,100.0,93.54,18.2,100.0,10.64,73.43,8.18,94.52,0.72,4,5.41,0.43,29.6,9474.87,0.04,0.12,0.48,7.46,1.0,74.84,0.06,7.9
SCH_0560,الشمال,حكومية,452,46,49.82,34.8,67.6,49.02,14.4,75.87,0.29,26.81,0.18,24.98,0.31,1,23.18,0.11,45.43,6297.44,0.13,0.04,0.47,3.55,6.07,40.56,0.1,6.44
SCH_0561,الجنوب,حكومية,218,61,82.24,94.74,82.13,93.79,7.74,78.62,8.16,90.54,8.9,69.55,0.27,1,1.45,0.58,41.57,8200.45,0.11,0.11,0.52,4.52,1.0,71.07,0.28,8.67
SCH_0562,الجنوب,خاصة,1359,124,11.63,37.23,0.0,26.04,33.6,86.56,0.44,43.59,3.92,15.49,0.22,9,8.86,0.0,9.56,4830.58,0.11,0.05,0.7,1.99,8.36,32.09,0.09,6.64
SCH_0563,المركز,مجتمعية,422,185,35.1,44.91,19.64,43.04,16.31,100.0,0.12,18.57,0.0,21.71,0.26,4,15.11,0.41,23.11,4052.11,0.06,0.01,0.32,4.74,6.63,38.5,0.44,9.5
SCH_0564,الشرق,حكومية,202,134,0.0,45.97,48.36,22.37,56.83,91.46,2.97,0.0,7.33,39.89,0.0,1,28.16,0.0,31.56,3448.32,0.12,0.04,0.57,1.0,8.46,29.7,0.66,8.61
SCH_0565,الشرق,حكومية,1459,178,7.2,18.4,5.78,19.89,50.52,86.75,0.86,0.0,8.36,32.8,0.0,2,15.89,0.14,25.95,3740.65,0.06,0.01,0.47,4.24,3.49,28.05,0.12,7.5
SCH_0566,الشمال,حكومية,1053,168,57.42,50.68,61.83,69.69,0.0,87.73,4.91,36.25,11.69,54.18,0.49,10,15.13,0.09,55.91,4926.18,0.02,0.02,0.72,3.36,1.0,57.56,0.16,11.68
SCH_0567,الغرب,حكومية,1688,24,53.9,46.2,77.82,52.66,32.47,98.57,2.82,52.98,11.47,41.05,0.28,7,24.27,0.32,56.39,1762.66,0.04,0.11,0.99,3.97,1.0,52.8,0.01,29.95
SCH_0568,الشمال,خاصة,427,173,94.48,62.29,56.55,74.13,21.48,93.13,0.46,41.75,10.36,88.19,0.32,2,10.63,0.13,22.38,5818.08,0.09,0.1,0.66,8.44,1.08,57.89,0.41,9.95
SCH_0569,الجنوب,حكومية,1877,111,36.31,42.56,40.27,42.81,40.77,100.0,8.9,53.5,8.86,73.91,0.6,1,13.82,0.17,14.23,9659.19,0.02,0.11,0.6,2.12,1.0,49.51,0.06,5.13
SCH_0570,الجنوب,حكومية,698,171,25.48,3.82,34.45,15.24,43.22,73.35,1.54,54.19,0.0,10.0,0.25,10,28.65,0.0,6.0,3679.96,0.01,0.01,0.56,3.59,3.94,27.2,0.24,7.39
SCH_0571,الشرق,خاصة,2085,19,16.12,52.3,74.77,40.04,51.14,92.44,4.26,32.92,13.03,35.4,0.33,9,6.31,0.26,18.67,7389.34,0.01,0.04,0.85,7.19,3.16,49.8,0.01,6.74
SCH_0572,الغرب,حكومية,2215,91,95.15,84.81,66.33,88.73,8.48,88.42,3.04,63.07,9.45,81.99,0.72,5,0.0,0.14,60.34,4298.28,0.12,0.1,0.35,6.68,1.0,70.0,0.04,16.29
SCH_0573,المركز,حكومية,1362,15,10.35,17.21,64.02,31.32,27.83,91.93,2.86,39.91,4.78,52.62,0.28,4,13.29,0.36,39.26,3515.55,0.07,0.04,0.97,1.84,1.75,41.62,0.01,11.84
SCH_0574,الغرب,حكومية,1499,145,63.24,65.78,45.63,51.88,9.75,92.13,1.28,29.52,20.13,54.65,0.17,4,7.27,0.0,27.2,3879.3,0.03,0.03,0.59,2.56,2.48,50.34,0.1,12.98
SCH_0575,الجنوب,حكومية,1276,81,57.91,46.95,41.41,83.13,6.43,94.99,0.84,34.35,7.77,71.34,0.28,1,2.18,0.0,37.57,6734.26,0.19,0.03,0.52,7.34,3.16,53.29,0.06,7.91
SCH_0576,المركز,حكومية,914,177,3.53,0.0,10.33,14.84,31.96,93.35,1.69,0.0,4.5,10.0,0.18,3,41.97,0.16,42.67,8217.92,0.01,0.01,0.98,2.98,3.9,25.56,0.19,3.11
SCH_0577,الغرب,خاصة,1147,29,41.42,47.24,22.77,40.95,30.31,100.0,1.96,13.83,9.46,21.75,0.4,1,35.24,0.05,62.4,7135.27,0.03,0.01,0.96,6.57,3.83,40.65,0.03,5.7
SCH_0578,الغرب,خاصة,1069,107,28.45,21.6,57.41,61.42,21.98,100.0,1.7,56.37,0.53,71.5,0.38,5,9.47,0.14,38.28,9749.25,0.01,0.02,0.75,3.77,3.4,48.69,0.1,4.99
SCH_0579,المركز,حكومية,1270,44,22.15,49.71,100.0,51.23,34.53,89.21,3.6,22.76,1.13,65.35,0.02,5,15.7,0.07,0.0,5352.0,0.06,0.05,0.31,5.35,3.64,42.12,0.03,7.87
SCH_0580,الجنوب,مجتمعية,293,117,51.9,0.0,61.47,42.25,12.18,84.6,3.73,53.71,16.08,58.91,0.4,9,13.28,0.0,36.27,8484.46,0.05,0.04,0.82,3.05,2.33,50.1,0.4,5.9
